City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Lompoc,US,2022-10-12 21:21:40,34.6391,-120.4579,82.02,79,0,12.66
294,Maryborough,AU,2022-10-12 21:21:41,-25.5333,152.7,63.1,76,11,6.38
295,Sartell,US,2022-10-12 21:21:41,45.6216,-94.2069,51.85,37,99,20.74
296,Hirara,JP,2022-10-12 21:21:42,24.8,125.2833,79.16,74,78,25.05
297,Aran,AZ,2022-10-12 21:21:42,40.6253,46.9756,61.0,74,43,9.33
298,Bull Savanna,JM,2022-10-12 21:21:43,17.8868,-77.5902,82.24,69,85,9.78
299,Verkhnevilyuysk,RU,2022-10-12 21:21:43,63.4453,120.3167,33.21,99,100,4.18
300,Camopi,GF,2022-10-12 21:21:44,3.1655,-52.3158,82.35,61,88,4.36
301,Kismayo,SO,2022-10-12 21:21:45,-0.3582,42.5454,76.8,82,5,17.11
302,Pesaro,IT,2022-10-12 21:21:45,43.9036,12.8903,63.12,91,100,1.01
303,Atar,MR,2022-10-12 21:21:46,20.5169,-13.0499,91.33,28,100,13.22
304,Oranjestad,AW,2022-10-12 21:20:49,12.524,-70.027,84.9,76,17,8.99
305,Taunggyi,MM,2022-10-12 21:21:46,20.7833,97.0333,59.86,96,9,1.39
306,Nelson Bay,AU,2022-10-12 21:21:47,-32.7167,152.15,66.11,81,45,8.01
307,Chivacoa,VE,2022-10-12 21:21:47,10.1603,-68.895,79.74,83,97,4.12
308,Karratha,AU,2022-10-12 21:21:48,-20.7377,116.8463,69.69,24,34,14.43
309,Wattegama,LK,2022-10-12 21:21:48,6.7989,81.4808,76.05,89,99,0.56
310,Broome,US,2022-10-12 21:21:49,42.2506,-75.833,67.08,61,0,11.01
311,Tautira,PF,2022-10-12 21:21:49,-17.7333,-149.15,76.51,82,50,16.67
312,Tamworth,GB,2022-10-12 21:21:50,52.634,-1.6959,56.64,90,100,1.99
313,Nambucca Heads,AU,2022-10-12 21:21:50,-30.65,153.0,64.0,69,87,4.32
314,Upernavik,GL,2022-10-12 21:19:21,72.7868,-56.1549,13.6,79,3,6.67
315,Port Lincoln,AU,2022-10-12 21:21:51,-34.7333,135.8667,52.61,76,44,10.78
316,Cherskiy,RU,2022-10-12 21:21:51,68.75,161.3,5.59,92,100,5.97
317,Mwense,ZM,2022-10-12 21:21:52,-10.3845,28.698,77.18,23,2,8.03
318,Lannion,FR,2022-10-12 21:21:52,48.75,-3.4167,55.94,85,0,5.75
319,Pevek,RU,2022-10-12 21:21:53,69.7008,170.3133,17.85,85,85,10.89
320,Banjar,ID,2022-10-12 21:22:53,-8.19,114.9675,75.97,90,97,7.65
321,Klaksvik,FO,2022-10-12 21:22:54,62.2266,-6.589,47.32,76,75,14.9
322,Makakilo City,US,2022-10-12 21:22:54,21.3469,-158.0858,85.44,65,20,6.91
323,Guerrero Negro,MX,2022-10-12 21:22:55,27.9769,-114.0611,74.44,66,29,14.54
324,Kemi,FI,2022-10-12 21:22:55,65.8596,24.8228,40.77,75,0,4.61
325,Praya,CV,2022-10-12 21:18:18,14.9215,-23.5087,79.34,89,20,12.66
326,Fasa,IR,2022-10-12 21:22:56,28.9383,53.6482,60.04,31,0,0.0
327,Tessalit,ML,2022-10-12 21:22:57,20.1986,1.0114,87.39,11,0,9.78
328,Gunjur,GM,2022-10-12 21:22:57,13.2019,-16.7339,82.47,89,40,0.0
329,Esperance,AU,2022-10-12 21:22:58,-33.8667,121.9,54.19,64,98,18.07
330,Tarakan,ID,2022-10-12 21:22:58,3.3,117.6333,81.9,83,40,6.91
331,Turukhansk,RU,2022-10-12 21:22:59,65.8167,87.9833,32.34,91,100,9.13
332,Tazovskiy,RU,2022-10-12 21:22:59,67.4667,78.7,35.44,78,100,10.45
333,Jacksonville,US,2022-10-12 21:20:27,30.3322,-81.6556,82.65,82,100,12.66
334,Hasaki,JP,2022-10-12 21:23:00,35.7333,140.8333,68.22,82,100,20.83
335,Mitchell,US,2022-10-12 21:18:29,43.7094,-98.0298,58.1,26,100,34.52
336,Agirish,RU,2022-10-12 21:23:01,61.9247,63.0231,36.95,96,90,5.68
337,Sorland,NO,2022-10-12 21:22:18,67.667,12.6934,49.86,95,100,35.23
338,Xunchang,CN,2022-10-12 21:23:02,28.4543,104.715,57.69,86,100,0.72
339,Mossendjo,CG,2022-10-12 21:23:02,-2.9506,12.7261,71.2,98,100,2.93
340,Taoudenni,ML,2022-10-12 21:23:03,22.6783,-3.9836,95.52,16,98,8.08
341,Rize,TR,2022-10-12 21:23:03,40.9044,40.8949,42.73,70,95,1.77
342,Yulin,CN,2022-10-12 21:23:04,22.6333,110.15,62.13,45,10,3.51
343,Ust-Kuyga,RU,2022-10-12 21:23:04,70.0167,135.6,-2.4,100,50,6.29
344,Lima,PE,2022-10-12 21:23:05,-12.0432,-77.0282,67.89,67,100,13.8
345,Tazmalt,DZ,2022-10-12 21:23:05,36.3868,4.3989,68.67,84,67,2.77
346,Korla,CN,2022-10-12 21:23:06,41.7597,86.1469,48.0,49,0,3.65
347,Korhogo,CI,2022-10-12 21:23:07,9.45,-5.6333,75.67,74,27,2.77
348,Cabinda,AO,2022-10-12 21:23:07,-5.55,12.2,77.14,88,20,5.75
349,Baoro,CF,2022-10-12 21:23:08,5.6667,15.9667,68.7,95,94,2.77
350,Sungaipenuh,ID,2022-10-12 21:23:09,-2.0833,101.3833,63.05,97,99,1.61
351,Atambua,ID,2022-10-12 21:23:09,-9.1061,124.8925,74.05,87,51,3.31
352,Craig,US,2022-10-12 21:23:10,40.5153,-107.5464,69.75,19,0,12.66
353,La Libertad,EC,2022-10-12 21:23:10,-2.2333,-80.9,69.46,83,100,8.05
354,Marshall,US,2022-10-12 21:23:11,34.3834,-86.3333,73.71,79,100,9.22
355,Georgiyevka,KZ,2022-10-12 21:23:11,43.0369,74.7114,42.84,49,0,4.47
356,Lafia,NG,2022-10-12 21:23:12,8.4833,8.5167,76.28,83,58,1.01
357,Matara,LK,2022-10-12 21:23:12,5.9485,80.5353,77.36,86,100,9.46
358,Asau,RO,2022-10-12 21:23:13,46.4333,26.4,51.28,93,88,1.23
359,Dodge City,US,2022-10-12 21:20:52,37.7528,-100.0171,80.24,20,0,13.8
360,Pangnirtung,CA,2022-10-12 21:23:14,66.1451,-65.7125,19.4,73,20,4.61
361,Pizarro,CO,2022-10-12 21:23:14,4.9533,-77.366,79.45,86,100,9.6
362,Grevesmuhlen,DE,2022-10-12 21:23:15,53.8667,11.1833,47.95,87,59,9.78
363,Timizart,DZ,2022-10-12 21:23:15,36.8,4.2667,64.9,91,41,2.48
364,Diamantina,BR,2022-10-12 21:23:16,-18.2494,-43.6003,70.88,45,4,9.98
365,Sampit,ID,2022-10-12 21:24:17,-2.5333,112.95,73.81,98,100,3.36
366,Fairbanks,US,2022-10-12 21:21:11,64.8378,-147.7164,29.61,89,100,6.91
367,Tsnori,GE,2022-10-12 21:24:18,41.6209,45.9694,56.88,44,19,1.86
368,Mount Isa,AU,2022-10-12 21:24:18,-20.7333,139.5,74.97,69,0,0.0
369,Kungurtug,RU,2022-10-12 21:24:19,50.5994,97.5228,32.16,60,97,2.21
370,Nhulunbuy,AU,2022-10-12 21:24:19,-12.2333,136.7667,81.21,83,99,0.0
371,Kahului,US,2022-10-12 21:24:20,20.8947,-156.47,89.62,68,20,18.41
372,Punta Alta,AR,2022-10-12 21:24:20,-38.8759,-62.0736,64.31,38,100,14.27
373,Goderich,CA,2022-10-12 21:24:21,43.7501,-81.7165,66.52,63,91,12.66
374,Yermakovskoye,RU,2022-10-12 21:24:21,53.2831,92.4003,40.55,92,100,11.01
375,Sao Joao Da Barra,BR,2022-10-12 21:24:22,-21.6403,-41.0511,77.09,85,29,17.18
376,Tymovskoye,RU,2022-10-12 21:24:22,50.8456,142.655,33.19,93,52,6.49
377,Gairatganj,IN,2022-10-12 21:24:23,23.4202,78.2385,69.66,79,12,4.25
378,College,US,2022-10-12 21:24:23,64.8569,-147.8028,29.59,90,100,6.91
379,Yilan,TW,2022-10-12 21:24:24,24.757,121.753,73.36,99,100,1.77
380,Zheleznodorozhnyy,RU,2022-10-12 21:20:15,55.7503,38.0042,43.36,73,100,7.27
381,Isangel,VU,2022-10-12 21:22:48,-19.55,169.2667,68.11,100,100,2.3
382,Minab,IR,2022-10-12 21:24:25,27.1467,57.0801,82.04,36,0,0.49
383,Karaj,IR,2022-10-12 21:24:25,35.8355,51.0103,61.32,71,0,11.5
384,Bismarck,US,2022-10-12 21:24:26,46.8083,-100.7837,55.24,46,20,32.21
385,Hovd,MN,2022-10-12 21:24:26,48.0056,91.6419,36.59,37,7,5.12
386,Nizhnevartovsk,RU,2022-10-12 21:24:27,60.9344,76.5531,32.02,100,86,4.47
387,Umba,RU,2022-10-12 21:24:28,66.6871,34.3429,39.9,84,22,11.39
388,Lere,NG,2022-10-12 21:24:28,10.387,8.5726,71.64,74,46,4.14
389,Chapais,CA,2022-10-12 21:24:29,49.7834,-74.8492,55.18,85,99,13.96
390,Bubaque,GW,2022-10-12 21:24:29,11.2833,-15.8333,83.28,75,100,9.04
391,Majengo,TZ,2022-10-12 21:24:29,-5.15,38.9833,67.53,87,4,4.9
392,Causapscal,CA,2022-10-12 21:24:30,48.3542,-67.227,56.86,70,33,4.61
393,Berdigestyakh,RU,2022-10-12 21:24:30,62.0989,126.6992,28.65,98,100,3.15
394,Puri,IN,2022-10-12 21:24:31,19.8,85.85,77.52,86,100,4.25
395,Nemuro,JP,2022-10-12 21:24:31,43.3236,145.575,53.38,67,1,6.13
396,Vilyuysk,RU,2022-10-12 21:24:32,63.7553,121.6247,33.94,98,100,7.0
397,Beringovskiy,RU,2022-10-12 21:24:32,63.05,179.3167,30.88,62,67,4.25
398,Tikamgarh,IN,2022-10-12 21:24:33,24.745,78.8333,72.99,74,17,2.84
399,Sobolevo,RU,2022-10-12 21:24:33,54.4299,31.8996,45.23,70,96,4.97
400,Mingguang,CN,2022-10-12 21:24:34,32.7802,117.9638,52.92,80,28,7.23
401,Puerto Del Rosario,ES,2022-10-12 21:24:34,28.5004,-13.8627,73.15,73,20,11.5
402,Yashkul,RU,2022-10-12 21:24:35,46.1711,45.3435,53.6,66,70,11.88
403,Dikson,RU,2022-10-12 21:24:35,73.5069,80.5464,29.39,74,100,4.16
404,Namibe,AO,2022-10-12 21:24:36,-15.1961,12.1522,68.95,88,50,3.51
405,Newtonmore,GB,2022-10-12 21:24:36,57.066,-4.1192,42.39,81,77,5.12
406,Sanming,CN,2022-10-12 21:24:37,26.2486,117.6186,56.95,91,30,3.0
407,Foam Lake,CA,2022-10-12 21:24:37,51.65,-103.5343,42.82,30,94,25.57
408,La Asuncion,VE,2022-10-12 21:24:38,11.0333,-63.8628,83.93,79,60,12.66
409,Mragowo,PL,2022-10-12 21:23:55,53.8644,21.3051,41.0,88,16,2.26
410,Pedregulho,BR,2022-10-12 21:24:38,-20.2569,-47.4767,75.54,41,42,5.73
411,Tongzi,CN,2022-10-12 21:24:39,28.7829,105.0877,59.36,84,100,0.56
412,Tottori,JP,2022-10-12 21:24:39,35.5,134.2333,55.47,94,40,4.61
413,Ahuimanu,US,2022-10-12 21:25:40,21.4447,-157.8378,86.16,67,75,6.91
414,Rocklin,US,2022-10-12 21:21:36,38.7907,-121.2358,93.43,35,0,4.61
415,Praia Da Vitoria,PT,2022-10-12 21:24:19,38.7333,-27.0667,71.85,88,20,7.43
416,Itagiba,BR,2022-10-12 21:25:41,-14.2836,-39.8428,75.96,61,0,8.97
417,Solnechnyy,RU,2022-10-12 21:25:41,50.7214,136.6319,34.9,76,86,4.16
418,Pochutla,MX,2022-10-12 21:25:42,15.7432,-96.4661,84.02,72,100,8.16
419,Rosa Zarate,EC,2022-10-12 21:25:42,0.3333,-79.4667,79.68,68,100,6.64
420,Turbat,PK,2022-10-12 21:25:43,26.0023,63.044,78.78,22,0,1.77
421,Presidencia Roque Saenz Pena,AR,2022-10-12 21:25:43,-26.7852,-60.4388,82.31,23,0,2.68
422,Demba,CD,2022-10-12 21:25:44,-5.51,22.2667,68.22,91,70,0.65
423,Polyarnyy,RU,2022-10-12 21:25:44,69.1989,33.4478,41.72,84,100,16.46
424,Artyom,AZ,2022-10-12 21:25:45,40.4723,50.333,62.74,61,49,10.8
425,Villablino,ES,2022-10-12 21:25:45,42.9393,-6.3194,55.18,87,81,0.2
426,Tarko-Sale,RU,2022-10-12 21:25:46,64.9225,77.785,36.79,77,100,8.97
427,Antofagasta,CL,2022-10-12 21:22:30,-23.65,-70.4,60.08,72,16,6.62
428,Aksarka,RU,2022-10-12 21:25:47,66.5606,67.7975,39.15,79,100,8.7
429,Orchard Homes,US,2022-10-12 21:25:47,46.8633,-114.0484,72.59,34,0,1.99
430,Severobaykalsk,RU,2022-10-12 21:25:48,55.65,109.3167,34.03,79,99,3.4
431,Nieuwpoort,BE,2022-10-12 21:25:48,51.1244,2.7735,57.25,88,75,6.91
432,Pacific Grove,US,2022-10-12 21:25:49,36.6177,-121.9166,73.81,84,0,9.22
433,Honiara,SB,2022-10-12 21:25:49,-9.4333,159.95,80.94,80,88,2.48
434,Komsomolskiy,UZ,2022-10-12 21:25:49,40.4272,71.7189,56.12,41,0,9.22
435,Inirida,CO,2022-10-12 21:25:50,3.8653,-67.9239,83.01,80,69,2.44
436,Los Angeles,US,2022-10-12 21:21:07,34.0522,-118.2437,85.71,67,0,18.41
437,Kysyl-Syr,RU,2022-10-12 21:25:51,63.8986,122.7617,30.94,98,100,7.47
438,Erzurum,TR,2022-10-12 21:23:07,40.0,41.5,38.88,35,100,3.6
439,Aswan,EG,2022-10-12 21:25:51,24.0934,32.907,79.97,28,0,13.98
440,Tambura,SS,2022-10-12 21:25:52,5.6,27.4667,70.68,84,99,0.69
441,Ust-Barguzin,RU,2022-10-12 21:25:52,53.45,108.9833,39.18,81,100,3.51
442,Esqueda,MX,2022-10-12 21:25:53,30.7167,-109.5833,78.96,26,86,1.72
443,La Rioja,ES,2022-10-12 21:25:53,42.25,-2.5,47.98,92,8,4.56
444,Mount Gambier,AU,2022-10-12 21:25:54,-37.8333,140.7667,51.71,100,100,8.05
445,Puerto Cabezas,NI,2022-10-12 21:25:54,14.0351,-83.3888,85.96,79,75,4.61
446,Bambous Virieux,MU,2022-10-12 21:25:55,-20.3428,57.7575,71.85,78,40,9.22
447,Kamaishi,JP,2022-10-12 21:25:55,39.2667,141.8833,58.53,74,100,6.51
448,Vila Velha,BR,2022-10-12 21:25:56,-20.3297,-40.2925,78.75,73,0,17.27
449,Hamada,JP,2022-10-12 21:25:56,34.8833,132.0833,56.82,82,1,9.24
450,Kibara,TZ,2022-10-12 21:25:57,-2.15,33.45,73.98,62,38,6.91
451,Airai,TL,2022-10-12 21:22:29,-8.9266,125.4092,59.41,85,76,1.5
452,Yongan,CN,2022-10-12 21:25:58,39.6957,113.6871,48.34,34,100,0.36
453,Samarai,PG,2022-10-12 21:25:58,-10.6167,150.6667,80.82,78,94,6.29
454,Shitanjing,CN,2022-10-12 21:25:59,39.2342,106.3439,49.37,30,100,4.45
455,Rio Claro,BR,2022-10-12 21:25:59,-22.4114,-47.5614,75.78,63,97,4.88
456,Quatre Cocos,MU,2022-10-12 21:26:00,-20.2078,57.7625,71.71,68,59,15.12
457,Kosa,RU,2022-10-12 21:26:00,59.9445,54.9977,45.07,93,100,5.12
458,Sao Filipe,CV,2022-10-12 21:26:01,14.8961,-24.4956,79.66,81,28,7.52
459,Akureyri,IS,2022-10-12 21:26:02,65.6835,-18.0878,37.33,81,75,9.22
460,Porlamar,VE,2022-10-12 21:26:02,10.958,-63.8491,84.29,79,61,12.66
461,Gulariya,NP,2022-10-12 21:26:03,28.2333,81.3333,69.89,90,0,3.65
462,Amuntai,ID,2022-10-12 21:26:03,-2.4177,115.2494,73.92,98,99,1.92
463,Chiredzi,ZW,2022-10-12 21:27:04,-21.05,31.6667,73.33,28,0,5.7
464,Shymkent,KZ,2022-10-12 21:27:04,42.3,69.6,50.59,32,5,8.95
465,Cuamba,MZ,2022-10-12 21:27:05,-14.8031,36.5372,74.16,32,1,3.65
466,Severo-Kurilsk,RU,2022-10-12 21:24:37,50.6789,156.125,43.79,83,100,40.62
467,La Romana,DO,2022-10-12 21:27:06,18.4273,-68.9728,88.16,66,40,6.91
468,Oranjemund,NA,2022-10-12 21:27:06,-28.55,16.4333,57.99,93,64,4.63
469,Zanjan,IR,2022-10-12 21:27:07,36.6736,48.4787,51.91,81,10,7.07
470,Saint-Pierre,RE,2022-10-12 21:27:07,-21.3393,55.4781,73.56,68,0,10.36
471,Ambunti,PG,2022-10-12 21:27:07,-4.2365,142.8448,73.27,100,100,1.34
472,Picayune,US,2022-10-12 21:27:08,30.5255,-89.6795,84.06,49,51,7.14
473,Hay River,CA,2022-10-12 21:24:05,60.8156,-115.7999,37.38,44,75,14.97
474,Mezen,RU,2022-10-12 21:27:19,65.8522,44.24,39.29,94,68,6.71
475,Kidal,ML,2022-10-12 21:27:19,18.4411,1.4078,88.0,14,4,7.07
476,Avanigadda,IN,2022-10-12 21:27:19,16.0215,80.9181,77.09,91,78,3.44
477,Tabas,IR,2022-10-12 21:27:20,33.5959,56.9244,73.67,15,0,2.44
478,Uptar,RU,2022-10-12 21:27:20,59.75,150.9167,19.83,94,100,3.62
479,Remedios,CU,2022-10-12 21:27:21,22.4947,-79.5458,81.52,76,38,10.76
480,Mayskiy,RU,2022-10-12 21:27:21,47.6931,40.1025,42.21,51,2,5.48
481,Coromandel,BR,2022-10-12 21:27:22,-18.4733,-47.2003,79.38,28,51,4.27
482,Vondrozo,MG,2022-10-12 21:27:22,-22.8167,47.2833,61.23,94,51,1.92
483,Slawno,PL,2022-10-12 21:27:22,54.3628,16.6789,51.82,71,82,3.96
484,Kaseda,JP,2022-10-12 21:23:21,31.4167,130.3167,66.87,71,31,8.77
485,San Juan,AR,2022-10-12 21:24:05,-31.5375,-68.5364,84.52,8,69,7.78
486,Bonavista,CA,2022-10-12 21:27:16,48.6499,-53.1147,48.42,68,38,6.4
487,Port-Cartier,CA,2022-10-12 21:27:23,50.0334,-66.8654,46.74,72,16,4.47
488,Riyadh,SA,2022-10-12 21:24:16,24.6877,46.7219,78.94,17,0,5.26
489,Pangody,RU,2022-10-12 21:27:24,65.85,74.4859,36.86,88,98,5.1
490,Puerto Baquerizo Moreno,EC,2022-10-12 21:22:49,-0.9,-89.6,72.59,73,40,13.8
491,Pasni,PK,2022-10-12 21:27:25,25.2631,63.471,78.89,66,0,9.75
492,Russell,US,2022-10-12 21:27:25,32.3502,-85.1999,71.19,94,100,19.57
493,Fort Nelson,CA,2022-10-12 21:27:26,58.8053,-122.7002,44.19,45,75,5.75
494,Cuajinicuilapa,MX,2022-10-12 21:27:26,16.4667,-98.4167,85.12,69,76,7.52
495,Balkhash,KZ,2022-10-12 21:23:11,46.844,74.9804,49.98,37,20,9.73
496,Axim,GH,2022-10-12 21:25:43,4.8699,-2.2405,76.82,87,23,8.19
497,Xuddur,SO,2022-10-12 21:25:21,4.1213,43.8894,73.26,73,82,16.42
498,Vostok,RU,2022-10-12 21:27:28,46.4856,135.8833,31.78,76,27,4.52
499,Clyde River,CA,2022-10-12 21:27:28,70.4692,-68.5914,21.43,79,75,13.8
500,Raga,SS,2022-10-12 21:25:22,8.4596,25.678,71.49,87,77,1.5
501,Muros,ES,2022-10-12 21:27:29,42.7762,-9.0603,61.84,86,77,5.86
502,Oros,BR,2022-10-12 21:27:29,-6.2444,-38.9136,87.53,24,5,4.68
503,Lienz,AT,2022-10-12 21:27:30,46.8289,12.769,53.89,94,6,1.81
504,Peniche,PT,2022-10-12 21:27:30,39.3558,-9.3811,64.11,91,5,15.82
505,Atascadero,US,2022-10-12 21:27:10,35.4894,-120.6707,87.51,31,0,1.01
506,Chhuikhadan,IN,2022-10-12 21:27:31,21.5333,80.9833,71.6,93,25,2.42
507,Bacolod,PH,2022-10-12 21:26:46,10.6667,122.95,77.88,89,100,7.94
508,Poya,NC,2022-10-12 21:27:32,-21.35,165.15,74.95,74,21,10.69
509,Qui Nhon,VN,2022-10-12 21:27:32,13.7667,109.2333,76.32,84,85,14.43
510,Vanimo,PG,2022-10-12 21:27:33,-2.6741,141.3028,76.62,92,100,5.5
511,Ipixuna,BR,2022-10-12 21:27:33,-1.7625,-48.8043,80.96,76,36,6.2
512,Coquimbo,CL,2022-10-12 21:28:34,-29.9533,-71.3436,64.13,63,0,14.97
513,Ziarat,PK,2022-10-12 21:28:34,30.3823,67.7282,49.57,14,0,4.65
514,Hashtrud,IR,2022-10-12 21:28:35,37.4779,47.0508,52.21,66,28,4.97
515,Codrington,AU,2022-10-12 21:28:35,-38.2667,141.9667,51.67,95,100,5.12
516,La Orilla,MX,2022-10-12 21:28:36,17.9833,-102.2333,84.24,74,97,6.89
517,Erenhot,CN,2022-10-12 21:28:36,43.6475,111.9767,44.2,38,0,6.22
518,Mulege,MX,2022-10-12 21:28:37,26.8833,-111.9833,87.03,43,0,8.25
519,Bagotville,AU,2022-10-12 21:28:37,-28.9833,153.4167,59.85,99,38,5.68
520,Lamu,KE,2022-10-12 21:28:38,-2.2717,40.902,75.42,79,4,14.81
521,Palora,EC,2022-10-12 21:28:38,-1.7,-77.9333,75.31,59,92,3.42
522,Zhanakorgan,KZ,2022-10-12 21:28:39,43.9098,67.2495,58.78,16,34,6.62
523,Rocha,UY,2022-10-12 21:28:39,-34.4833,-54.3333,64.94,65,2,8.43
524,Talavera De La Reina,ES,2022-10-12 21:28:40,39.9635,-4.8308,65.41,53,0,2.73
525,Mazagao,BR,2022-10-12 21:28:40,-0.115,-51.2894,86.05,61,49,7.99
526,Husavik,IS,2022-10-12 21:28:41,66.0449,-17.3389,40.15,75,100,7.7
527,Tofte,NO,2022-10-12 21:28:42,59.5428,10.5614,54.59,83,100,8.01
528,Moranbah,AU,2022-10-12 21:28:42,-22.0016,148.0466,64.87,78,4,15.35
529,Somerset,US,2022-10-12 21:26:50,40.5668,-74.5496,69.24,52,0,4.61
530,Pavlovsk,RU,2022-10-12 21:28:43,50.4578,40.1081,44.51,75,7,4.88
531,Hualmay,PE,2022-10-12 21:28:44,-11.0964,-77.6139,65.46,75,13,12.8
532,Fiumicino,IT,2022-10-12 21:28:44,41.7675,12.2291,71.02,80,20,2.3
533,Amahai,ID,2022-10-12 21:28:45,-3.3333,128.9167,77.58,86,88,1.59
534,Lerdo,MX,2022-10-12 21:28:45,25.5333,-103.5333,87.67,30,20,0.0
535,Krasnoselkup,RU,2022-10-12 21:28:46,65.7,82.4667,33.24,92,100,12.66
536,Kayankulam,IN,2022-10-12 21:28:46,9.1833,76.5,78.96,89,50,4.74
537,Skjervoy,NO,2022-10-12 21:28:47,70.0311,20.9714,39.2,91,93,15.61
538,Popondetta,PG,2022-10-12 21:28:47,-8.7537,148.2534,75.6,86,100,1.72
539,Port Macquarie,AU,2022-10-12 21:28:48,-31.4333,152.9167,63.9,71,98,2.75
540,Balabac,PH,2022-10-12 21:28:48,7.9868,117.0645,81.79,79,100,19.44
541,Ust-Ilimsk,RU,2022-10-12 21:28:48,58.0006,102.6619,32.2,95,100,4.07
542,Masallatah,LY,2022-10-12 21:28:49,32.6167,14.0,74.68,75,27,6.29
543,The Pas,CA,2022-10-12 21:28:50,53.8251,-101.2541,39.22,65,100,26.46
544,Mezhdurechensk,RU,2022-10-12 21:24:19,53.6942,88.0603,36.21,94,87,2.86
545,Montelibano,CO,2022-10-12 21:28:50,7.9829,-75.4229,85.26,78,92,8.59
546,Oudtshoorn,ZA,2022-10-12 21:28:51,-33.5907,22.2014,61.16,74,100,4.29
547,Haines Junction,CA,2022-10-12 21:28:51,60.7522,-137.5108,33.75,86,100,1.14
548,Launceston,AU,2022-10-12 21:25:06,-41.45,147.1667,58.64,90,100,17.27
549,Senanga,ZM,2022-10-12 21:28:52,-16.1167,23.2667,72.34,30,76,5.32
550,Gasa,PS,2022-10-12 21:28:53,31.5,34.4667,68.88,64,29,6.4
551,Batticaloa,LK,2022-10-12 21:28:53,7.7102,81.6924,78.69,85,93,6.71
552,Muroto,JP,2022-10-12 21:28:54,33.2833,134.15,69.96,69,37,12.55
553,Alta Floresta,BR,2022-10-12 21:28:54,-9.8756,-56.0861,74.98,90,87,2.86
554,Mahajanga,MG,2022-10-12 21:28:55,-15.7167,46.3167,69.82,88,0,2.3
555,Djenne,ML,2022-10-12 21:28:55,13.9061,-4.5533,87.89,40,10,1.5
556,Rosetta,EG,2022-10-12 21:28:56,31.4044,30.4164,72.59,70,0,12.39
557,Tilichiki,RU,2022-10-12 21:28:56,60.4667,166.1,25.47,59,100,13.6
558,Shunyi,CN,2022-10-12 21:29:57,40.125,116.6453,46.35,93,100,0.0
559,Meghraj,IN,2022-10-12 21:29:58,23.5,73.5,75.58,44,16,7.05
560,Taksimo,RU,2022-10-12 21:29:58,56.3444,114.8794,29.05,90,71,3.94
561,Berlevag,NO,2022-10-12 21:29:13,70.8578,29.0864,42.8,81,75,20.71
562,Rabo De Peixe,PT,2022-10-12 21:29:59,37.8,-25.5833,73.27,74,75,2.3
563,Paka,MY,2022-10-12 21:29:59,4.6374,103.4368,76.93,94,100,0.0
564,Leningradskiy,RU,2022-10-12 21:30:00,69.3833,178.4167,16.21,77,55,8.86
565,Isfana,KG,2022-10-12 21:30:00,39.8386,69.5306,41.56,29,6,2.01
566,Half Moon Bay,US,2022-10-12 21:28:20,37.4636,-122.4286,78.53,74,100,8.05
