Hotel_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
431,Ponta Delgada,PT,65.12,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
432,Shambu,ET,51.1,broken clouds,9.5667,37.1,Wabe Hotel
433,Zabol,AF,60.89,clear sky,32.25,67.25,
434,Kahului,US,78.84,clear sky,20.8947,-156.47,Maui Seaside Hotel
435,Woodstock,CA,46.42,overcast clouds,43.1334,-80.7497,"Holiday Inn Express & Suites Woodstock South, an IHG Hotel"
436,Boditi,ET,59.16,moderate rain,6.9667,37.8667,Me'aza Metasebiya Hotel.
437,Maningrida,AU,80.92,broken clouds,-12.0667,134.2667,Dhukurrdji Lodge
439,Merauke,ID,78.19,overcast clouds,-8.4667,140.3333,
440,Antofagasta,CL,61.88,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
441,Burnie,AU,49.95,broken clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
442,Panama City,PA,86.43,broken clouds,8.9936,-79.5197,Trump International Hotel & Tower Panama
443,Salalah,OM,80.69,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
444,Usmajac,MX,75.15,light rain,19.8667,-103.5667,Gran Casa Sayula Hotel Galeria And Spa
446,Anchorage,US,45.93,light rain,61.2181,-149.9003,Hotel Captain Cook
447,Havre-Saint-Pierre,CA,50.36,mist,50.2334,-63.5986,Auberge Niapiskau 2
448,Cockburn Town,TC,81.45,clear sky,21.4612,-71.1419,Osprey Beach Hotel
449,San Juan,AR,77.4,few clouds,-31.5375,-68.5364,Hotel Provincial
451,Kindu,CD,71.62,scattered clouds,-2.95,25.95,Résidence Okanda
452,Bahia Blanca,AR,74.98,overcast clouds,-38.7196,-62.2724,Hotel Argos
454,Sadiqabad,PK,79.65,clear sky,28.3062,70.1307,MIDWAY HOTEL & RESTAURANT
455,Tateyama,JP,69.1,light rain,34.9833,139.8667,Tateyama Seaside Hotel
456,Chlorakas,CY,70.68,scattered clouds,34.8042,32.4083,Elysium Hotel
457,Wattegama,LK,75.83,overcast clouds,6.7989,81.4808,
458,Menongue,AO,72.39,broken clouds,-14.6585,17.691,Ritz Lauca
459,Syamzha,RU,45.32,light rain,60.0158,41.0614,Hotel Syamzha
460,San Rafael,AR,52.27,overcast clouds,-34.6177,-68.3301,Hotel San Rafael
461,Natal,BR,86.65,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
462,Fenoarivo Atsinanana,MG,68.67,clear sky,-17.3667,49.4167,L'Oasis Lodge
463,Tirumullaivasal,IN,78.33,overcast clouds,11.2333,79.8333,Crematorium
464,Byron Bay,AU,60.94,light rain,-28.65,153.6167,Backpackers Inn
465,Sri Aman,MY,74.35,overcast clouds,1.2376,111.4621,Seri Simanggang Hotel
466,Ocos,GT,87.98,overcast clouds,14.5094,-92.1933,Auto Hotel El Soñador
468,Mumford,GH,80.26,scattered clouds,5.2618,-0.759,Peace Guest House
470,Zonguldak,TR,54.34,overcast clouds,41.25,31.8333,Yazioren Koyu Muhtarligi
471,Eureka,US,63.21,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
472,Porbandar,IN,83.25,few clouds,21.6422,69.6093,Lords Inn Porbandar
473,Mehamn,NO,46.31,broken clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
474,Naze,JP,69.71,light rain,28.3667,129.4833,Shishime Hotel
475,Hasaki,JP,64.8,light rain,35.7333,140.8333,Inubosaki Kanko Hotel
476,Santo Andre,BR,80.22,few clouds,-23.6639,-46.5383,Blue Tree Towers All Suites Santo André
477,Meulaboh,ID,77.23,broken clouds,4.1363,96.1285,Kost Pria
478,Avera,US,78.91,overcast clouds,33.194,-82.5271,
479,Cuauhtemoc,MX,61.74,clear sky,28.4167,-106.8667,Motel Tarahumara Inn
480,Marstal,DK,60.71,overcast clouds,54.8562,10.5173,Aero Hotel
482,Parsabad,IR,66.88,overcast clouds,39.6482,47.9174,Peacock Hotel Magi
484,Nara,JP,64.49,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
486,Winslow,US,55.58,overcast clouds,35.0242,-110.6974,Best Western Plus Winslow Inn
487,Brae,GB,47.7,light rain,60.3964,-1.353,Busta House Hotel
488,Margate,GB,61.7,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
489,Ucluelet,CA,61.09,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
492,Kavaratti,IN,80.85,light rain,10.5669,72.642,Green leaf
493,Dicabisagan,PH,78.82,broken clouds,17.0818,122.4157,Nancy Montanes Bernardo
494,Odweyne,SO,76.39,broken clouds,9.4092,45.064,Eng Hiirey House
495,Pithora,IN,74.64,few clouds,21.2667,82.5167,Ashok Dewangan Hotel
496,Nabire,ID,75.99,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
497,Sarkand,KZ,52.11,overcast clouds,45.41,79.9186,Гостиница Сарканд
499,Shaoyang,CN,61.11,few clouds,27.2315,111.4525,IU Hotel Shaoyang Xihu Road
501,Hervey Bay,AU,64.02,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
502,Gazojak,TM,60.75,few clouds,41.1875,61.4036,
503,Ginir,ET,58.87,moderate rain,7.1333,40.7,Sura Dare Village
504,Yabrud,SY,62.82,clear sky,33.9674,36.6574,صالة افراح الاندلس
505,Zanjan,IR,58.21,clear sky,36.6736,48.4787,Qasr Hotel
506,Kirakira,SB,79.56,broken clouds,-10.4544,161.9205,SanBiz Lodge
507,Praxedis Guerrero,MX,56.66,overcast clouds,31.3667,-106.0167,Congregación placitas de Otero
508,Quincy,US,60.12,overcast clouds,42.2529,-71.0023,Marriott Boston Quincy
509,Nola,IT,70.21,clear sky,40.922,14.5329,Palazzo Giordano Bruno
510,Arona,ES,71.98,few clouds,28.0996,-16.681,Paradise Court
511,Bose,IT,67.59,overcast clouds,45.4612,8.0137,Locanda Borgo Antico
512,Askiz,RU,46.29,overcast clouds,53.1319,90.5264,Sovetskiy
514,Puerto El Triunfo,SV,81.95,overcast clouds,13.2833,-88.55,Hotel Jardin
515,Cuenca,EC,66.49,light rain,-2.8833,-78.9833,Hotel Cuenca
516,Mlimba,TZ,82.81,scattered clouds,-8.8,35.8167,California Lodge
518,Victorville,US,77.23,clear sky,34.5361,-117.2912,Travel Inn & Suites
519,Tecpan,GT,68.88,light rain,14.7623,-90.9947,Villa San Ricardo
521,Chiredzi,ZW,79.57,few clouds,-21.05,31.6667,Clevers Hotel Chiredzi
522,Chor,PK,85.98,clear sky,25.5167,69.7667,Asad U Bajeer Hotel
523,Bontang,ID,79.29,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
524,Warrington,GB,59.11,clear sky,53.3925,-2.5802,Villaggio Hotel
526,Bosaso,SO,81.27,clear sky,11.2842,49.1816,Red Sea Hotel
527,Coari,BR,78.31,overcast clouds,-4.085,-63.1414,Dellrey Hotel Center
528,Tutoia,BR,84.99,few clouds,-2.7619,-42.2744,Pousada Guará's
529,Ascension,US,81.03,scattered clouds,30.2169,-90.9001,Highland Inn
531,Nouadhibou,MR,72.91,overcast clouds,20.931,-17.0347,El Medina
535,Rock Sound,BS,82.13,clear sky,24.9,-76.2,Pink Corral Bay Property
536,Hami,CN,55.58,clear sky,42.8,93.45,Laoyutang Resort
537,Sinnamary,GF,86.77,clear sky,5.3833,-52.95,ALETHEIA Appartement Sinnamary
539,Sambava,MG,72.5,few clouds,-14.2667,50.1667,Melrose
541,Nhulunbuy,AU,77.61,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
542,Tigzirt,DZ,78.21,few clouds,36.8886,4.1198,Bloc D tazoumbirt (amar)
543,Lasa,IT,57.36,scattered clouds,46.6166,10.7002,Pension Feldgärtenhof
544,Morondava,MG,77.85,few clouds,-20.2833,44.2833,La Case Bambou
545,Ariquemes,BR,77.23,overcast clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
548,Tortoli,IT,68.31,few clouds,39.9256,9.6572,Hotel La Bitta
549,Cooma,AU,47.97,overcast clouds,-36.2333,149.1333,High Country Motel
551,Bara,NG,83.48,clear sky,10.3744,10.7288,
552,Jurm,AF,52.81,broken clouds,36.8648,70.8342,
553,Port Hawkesbury,CA,65.17,overcast clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
554,Luanda,AO,78.8,scattered clouds,-8.8368,13.2343,EPIC SANA Luanda
555,Shangrao,CN,59.18,broken clouds,28.4532,117.9686,Boyue boutique Hotel
556,Koson,UZ,66.52,scattered clouds,39.0375,65.585,Hakimov Alisherning uyi
557,Karla,EE,50.58,scattered clouds,59.3723,24.9275,River Villa
558,Shache,CN,59.74,overcast clouds,38.4167,77.2406,Delong Hotel
559,Uri,IN,57.18,scattered clouds,34.0833,74.0333,Mashkoor naik home
560,Entre Rios,BR,88.07,scattered clouds,-11.9419,-38.0844,Pousada Porteira
561,Peyima,SL,81.91,broken clouds,8.7,-11.0333,
562,Chicama,PE,61.34,broken clouds,-7.8447,-79.1469,Balihai Bungalows
563,Spearfish,US,60.12,clear sky,44.4908,-103.8594,Travelodge by Wyndham Spearfish
564,Warrenton,ZA,63.1,light rain,-28.114,24.8475,Fish Eagles Call Warrenton
565,Flinders,AU,59.18,light rain,-34.5833,150.8552,Shellharbour Resort & Conference Centre
566,Santa Isabel Do Rio Negro,BR,87.87,overcast clouds,-0.4139,-65.0192,Hotel GSA
567,Birjand,IR,64.63,clear sky,32.8663,59.2211,Birjand Tourist Hotel
569,Xinyang,CN,53.71,few clouds,32.1228,114.0656,Jinjiang Inn Style Xinyang Dongfanghong Avenue Culture Center
570,Batemans Bay,AU,59.09,broken clouds,-35.7167,150.1833,Batemans Bay Marina Resort
573,Nurota,UZ,58.96,scattered clouds,40.5614,65.6886,Guest House Ruslan Nurata & Tours
574,Sa Kaeo,TH,71.17,few clouds,13.75,102.3333,บ้านร่มฉัตร รีสอร์ท
575,Log,RU,45.73,broken clouds,49.4844,43.8613,
576,Atyrau,KZ,46.42,clear sky,47.1167,51.8833,River Palace Hotel
578,Murray Bridge,AU,61.12,overcast clouds,-35.1167,139.2667,Balcony On Sixth Lodge
579,Marzuq,YE,73.18,clear sky,14.4,46.4667,حيد القفلة
580,Saldanha,ZA,61.84,overcast clouds,-33.0117,17.9442,Blue Bay Lodge
583,Chernyy Yar,RU,47.86,clear sky,48.0624,46.1091,Stanitsa Chernoyarskaya
584,Limon,CR,84.09,clear sky,10.0,-83.0333,Hotel Playa Bonita
585,Port Victoria,KE,70.54,moderate rain,0.0939,33.9756,Siriye Guesthouse
587,Mackay,AU,75.69,few clouds,-21.15,149.2,International Lodge Motel
588,Dingle,PH,76.21,light rain,10.9995,122.6711,SEGAYA PROPERTY
589,Klyuchi,RU,45.43,overcast clouds,52.2667,79.1667,Vesolaya Mayovka
590,The Valley,AI,87.66,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
591,Mananjary,MG,69.78,clear sky,-21.2167,48.3333,Vahiny Lodge
592,Taltal,CL,64.72,clear sky,-25.4,-70.4833,Residencial Karime
594,Aljezur,PT,73.18,clear sky,37.3191,-8.8033,Amazigh Hostel
595,Mount Isa,AU,80.37,light rain,-20.7333,139.5,ibis Styles Mt Isa Verona
596,Metro,ID,75.79,overcast clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
597,Arraial Do Cabo,BR,82.26,clear sky,-22.9661,-42.0278,Pousada Porto Praia
598,Bundaberg,AU,65.21,overcast clouds,-24.85,152.35,Takalvan Motel
599,Mae Hong Son,TH,72.1,broken clouds,19.3003,97.9685,Baiyoke Chalet Hotel
600,Garowe,SO,79.56,broken clouds,8.4054,48.4845,Curubo Hotel
602,Yenagoa,NG,79.2,moderate rain,4.9247,6.2642,Aridolf Resort Wellness and Spa
603,At-Bashi,KG,46.24,overcast clouds,41.1702,75.8106,Hostel At-Bashy
604,Xuanzhou,CN,51.39,clear sky,30.9525,118.7553,Nanfang Hotel
605,Angoche,MZ,77.14,clear sky,-16.2325,39.9086,Guest House HESADA
606,Nicoya,CR,81.41,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
607,Murwara,IN,69.49,clear sky,23.85,80.4,HOTEL BRIJWASI ROYAL
608,Alcaniz,ES,75.88,scattered clouds,41.05,-0.1333,Hotel Ciudad de Alcañiz
609,Daugavpils,LV,48.33,broken clouds,55.8833,26.5333,Dinaburg SPA Hotel
610,Dawei,MM,72.43,overcast clouds,14.0833,98.2,Hotel Dawei
611,Fereydun Kenar,IR,72.05,overcast clouds,36.6864,52.5225,Khezer Shahr Tourist Hotel
612,Shelburne,CA,45.9,broken clouds,44.0787,-80.2041,The Retreat at the Farm
614,Basoko,CD,73.98,light rain,1.2391,23.616,Jackyna Hotel
615,Katherine,AU,82.72,overcast clouds,-14.4667,132.2667,Pine Tree Motel
616,Vancouver,CA,60.35,clear sky,49.2497,-123.1193,City Centre Motor Hotel
617,Cape Canaveral,US,87.08,broken clouds,28.4058,-80.6048,Residence Inn by Marriott Cape Canaveral Cocoa Beach
619,Gay,RU,45.41,overcast clouds,51.4666,58.4552,Hotel Berezka
620,Tabuk,PH,73.62,broken clouds,17.4189,121.4443,Golden Berries Hotel and Convention
625,Montabaur,DE,66.65,overcast clouds,50.4333,7.8333,Hotel Schlemmer
626,Yen Bai,VN,71.31,overcast clouds,21.7,104.8667,AK MOTEL
627,Tual,ID,83.14,broken clouds,-5.6667,132.75,Grand Vilia Hotel
628,Pochutla,MX,80.82,light rain,15.7432,-96.4661,Hotel Posada San Jose
629,Balikpapan,ID,76.19,scattered clouds,-1.2675,116.8289,Swiss-Belhotel Balikpapan
630,Selinia,GR,67.86,scattered clouds,37.9336,23.5336,Studios Halaris
632,Jati,PK,83.73,clear sky,24.3539,68.2671,Cafe Lala Rehan Restaurant
633,Albanel,CA,50.14,broken clouds,48.8832,-72.4487,Camping municipal d'Albanel
634,Kimbe,PG,75.4,light rain,-5.5502,150.1429,Kimbe Bay Hotel
637,Whitecourt,CA,45.64,few clouds,54.1502,-115.6855,Super 8 by Wyndham Whitecourt
638,Uruzgan,AF,61.84,clear sky,32.8333,66.0,
639,Candido De Abreu,BR,83.5,broken clouds,-24.5669,-51.3333,Hotel Recanto
641,Kerema,PG,78.26,overcast clouds,-7.9631,145.7785,Frena Lodge
643,Phalodi,IN,81.79,clear sky,27.1333,72.3667,"HOTEL NEW GOLDEN PALACE , PHALODI"
644,Quthing,LS,69.21,overcast clouds,-30.4,27.7003,Mountainside Hotel
645,Kolomak,UA,47.17,clear sky,49.8399,35.3044,
647,Xinzhi,CN,50.31,clear sky,36.4989,111.7047,Mingyue Hotel
648,Manhattan,US,65.86,overcast clouds,40.7834,-73.9662,The Mark Hotel
649,Balaipungut,ID,75.2,moderate rain,1.05,101.2833,Darmo wira
650,Touros,BR,83.88,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
652,Ryotsu,JP,58.12,overcast clouds,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
653,Thio,NC,66.16,broken clouds,-21.6167,166.2167,Gîte d'Ouroué
654,Ludvika,SE,46.6,light rain,60.1496,15.1878,Ludvika Stadshotell
655,Empalme,MX,79.92,clear sky,27.9667,-110.8167,Casa de la mary
656,Nelson Bay,AU,62.01,broken clouds,-32.7167,152.15,Mantra Nelson Bay
658,Bud,US,46.4,broken clouds,39.447,-86.1758,Ted McQuinn Trust
659,Shimoda,JP,66.11,light rain,34.6667,138.95,Shimoda Tokyu Hotel
660,Vila,PT,58.08,scattered clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
661,Creel,MX,61.9,clear sky,27.75,-107.6333,The Lodge at Creel Hotel & SPA
662,Sao Gabriel Da Cachoeira,BR,78.6,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
664,Ambovombe,MG,71.15,clear sky,-25.1667,46.0833,RELAHARA
665,Gondanglegi,ID,76.57,overcast clouds,-7.7479,112.0132,pondok pesantren mamba'ul 'ulum selo rejo
666,Adre,TD,85.35,overcast clouds,13.4667,22.2,
670,Jinchang,CN,49.41,clear sky,38.4953,102.1739,Mingshihui Jinchang International Hotel
671,Magan,ES,80.31,broken clouds,39.9683,-3.931,Hotel Pattaya
672,Wau,SS,72.75,broken clouds,7.7029,27.9953,Universal Gab Hotel
673,Indramayu,ID,81.1,overcast clouds,-6.3264,108.32,Grand Trisula Hotel
674,Xico,MX,76.39,light rain,19.2667,-98.9333,Hotel del Valle
675,Nikki,BJ,80.47,broken clouds,9.9401,3.2108,Monnon
676,Bramming,DK,59.65,broken clouds,55.4695,8.7001,Bramming city bed & breakfast
678,Alexandria,EG,73.35,few clouds,31.2156,29.9553,Royal Crown Hotel
679,Owando,CG,77.45,broken clouds,-0.4819,15.8999,Exaunel Hotel Owando
681,Kupang,ID,80.51,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
682,Rocha,UY,63.36,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
683,Balaguer,ES,76.68,clear sky,41.7912,0.8109,Hotel Balaguer
684,Saint-Pierre,RE,73.08,broken clouds,-21.3393,55.4781,Alize Plage
685,Jacksonville Beach,US,86.23,broken clouds,30.2947,-81.3931,Courtyard by Marriott Jacksonville Beach Oceanfront
686,Eirunepe,BR,82.47,overcast clouds,-6.6603,-69.8736,Hotel novo Acre & Comercial Aguiar
687,Sobolevo,RU,49.12,overcast clouds,54.4299,31.8996,
688,Parakou,BJ,80.92,scattered clouds,9.3372,2.6303,Benin Metropole Hotel
689,Lalmohan,BD,78.01,overcast clouds,22.3384,90.7419,Arifur Rahman Miraj
690,Kushima,JP,64.27,overcast clouds,31.4583,131.2333,Hanaoka
693,Panuco,MX,84.38,overcast clouds,22.05,-98.1667,Hotel Plaza
694,Juba,SS,73.58,light rain,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
695,Porto Recanati,IT,67.98,clear sky,43.4365,13.6613,Hotel Il Brigantino
696,Tres Arroyos,AR,75.56,scattered clouds,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
697,Stadthagen,DE,69.06,moderate rain,52.3233,9.2031,Parkhotel Stadthagen
698,Touba,CI,79.12,light rain,8.2833,-7.6833,Hotel de L'Amitié Vraie
699,Paoua,CF,73.15,light rain,7.2427,16.4406,Quartier Paoua Elien
700,Port Moresby,PG,75.76,overcast clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
702,Port Hedland,AU,68.05,clear sky,-20.3167,118.5667,The Esplanade Hotel
703,Manjacaze,MZ,74.1,broken clouds,-24.7117,33.8828,Hotel Gani
704,Finschhafen,PG,78.35,heavy intensity rain,-6.6024,147.8681,Oasis Gagidu Ltd
705,Tra Vinh,VN,75.83,broken clouds,9.9347,106.3453,Hồng Ân
707,Mareeba,AU,68.72,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
708,Yumen,CN,47.1,clear sky,40.2833,97.2,
709,Bilaspur,IN,73.89,few clouds,22.0833,82.15,The East Park
713,Las Choapas,MX,81.55,light rain,17.9333,-94.0833,Hotel Jysmak
715,Deep River,CA,47.95,moderate rain,46.1001,-77.4995,Deep River Motel
716,Halol,IN,74.59,clear sky,22.5,73.4667,"Hotel Valley - Rooms, Banquet, Party Plot"
717,Alim,PH,78.75,moderate rain,9.5649,122.4876,Eden Island Resort and Spa
718,Akdepe,TM,57.29,overcast clouds,42.0551,59.3788,
719,Moravska Trebova,CZ,59.94,scattered clouds,49.7579,16.6643,Třebovská restaurace - ubytovani
720,Misratah,LY,75.13,broken clouds,32.3754,15.0925,Almasa Hotel
