City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
328,Khatanga,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
329,Longyearbyen,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
330,Marmaron,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
331,Nuuk,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
332,Vila Franca Do Campo,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
333,Kaitangata,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
334,Skelleftea,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
335,Merrill,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
336,Mudgee,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
337,Ailigandi,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
338,Nosy Varika,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
339,Kamien Pomorski,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
340,Kungsbacka,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
341,Vao,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
342,Skibbereen,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
343,Port-Gentil,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
344,Suntar,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
345,Oksfjord,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
346,Virginia Beach,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
347,Shubarkuduk,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
348,Dudinka,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
349,Broken Hill,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
350,Berlevag,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
351,Bubaque,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
352,Baruun-Urt,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
353,Bagepalli,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
354,San Patricio,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
355,Pozo Colorado,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
356,Faanui,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
357,Dhing,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
358,Hachinohe,KZ,51.1801,71.446,33.75,75,0,8.95,clear sky
